opt_m_x, opt_m_y, opt_qua, yaw, alt, battery_V, objetivo_alcanzado
-0.063410237431526184, 0.24776309728622437, 0.0, 10.91435718536377, -0.50199997425079346, 15.682472802181142, 0
-0.063410237431526184, 0.24776309728622437, 0.0, 10.91435718536377, -0.50199997425079346, 15.682472802181142, 0
1.1525756120681763, 0.31500878930091858, 0.0, 10.705745697021484, -0.34400001168251038, 15.687484148757463, 0
1.1525756120681763, 0.31500878930091858, 0.0, 9.5844345092773438, -0.34400001168251038, 15.687484148757463, 0
-0.16807641088962555, -0.018374521285295486, 0.0, 7.4531068801879883, -0.13500000536441803, 15.694490956882341, 0
-0.16807641088962555, -0.018374521285295486, 0.0, 5.5246677398681641, -0.13500000536441803, 15.694490956882341, 0
0.80389177799224854, 0.24758175015449524, 0.0, 4.2092947959899902, 0.072999998927116394, 15.693495041846836, 0
0.80389177799224854, 0.24758175015449524, 0.0, 3.4507396221160889, 0.072999998927116394, 15.693495041846836, 0
-0.016193486750125885, 0.0052827056497335434, 0.0, 3.1108331680297852, 0.20900000631809235, 15.692897492801789, 0
-0.016193486750125885, 0.0052827056497335434, 0.0, 2.2634031772613525, 0.20900000631809235, 15.692897492801789, 0
0.0099612884223461151, 0.071699872612953186, 0.0, 2.1571342945098877, 0.11500000208616257, 15.692538963360514, 0
0.0099612884223461151, 0.071699872612953186, 0.0, 2.2062158584594727, 0.11500000208616257, 15.692538963360514, 0
-0.031557578593492508, 0.0040247258730232716, 0.0, 2.4020960330963135, 0.48600000143051147, 15.671523845377259, 0
-0.031557578593492508, 0.0040247258730232716, 0.0, 2.5727813243865967, 0.48600000143051147, 15.671523845377259, 0
-0.0048935557715594769, -0.025066748261451721, 0.0, 2.7395825386047363, 0.46000000834465027, 15.677714774366406, 0
-0.0048935557715594769, -0.025066748261451721, 0.0, 2.6557602882385254, 0.46000000834465027, 15.677714774366406, 0
-0.049940653145313263, -0.011286784894764423, 0.0, 2.6222565174102783, 0.38699999451637268, 15.688229332008827, 0
-0.049940653145313263, -0.011286784894764423, 0.0, 2.2971096038818359, 0.38699999451637268, 15.688229332008827, 0
0.006472970824688673, 0.079234875738620758, 0.0, 2.0400536060333252, 0.54199999570846558, 15.688138066749598, 0
