opt_m_x, opt_m_y, opt_qua, yaw, alt, dist, battery
0.0057709789834916592, -0.018867427483201027, 0, 28.240848541259766, 0.0, 0.0, 100
0.0060768667608499527, -0.019133519381284714, 0, 28.595224380493164, 0.0, 0.0, 100
0.0071325344033539295, -0.012243482284247875, 0, 28.944149017333984, 0.0, 0.0, 100
-0.80836963653564453, 1.2322291135787964, 90, 24.733587265014648, 0.043999999761581421, 0.0, 100
0.30894088745117188, -0.47350269556045532, 96, 26.027816772460938, 0.43999999761581421, 0.0, 100
0.059164412319660187, -0.34424683451652527, 133, 33.865440368652344, 1.1899999380111694, 0.0, 100
0.059164412319660187, -0.34424683451652527, 133, 33.865440368652344, 1.1899999380111694, 0.0, 100
0.059164412319660187, -0.34424683451652527, 133, 33.865440368652344, 1.1899999380111694, 0.0, 100
0.059164412319660187, -0.34424683451652527, 133, 33.865440368652344, 1.1899999380111694, 0.0, 100
-0.014604143798351288, -0.019425701349973679, 137, 35.48956298828125, 1.187999963760376, 0.0, 100
-0.33613526821136475, -0.059309959411621094, 126, 34.332466125488281, 1.1299999952316284, 0.0, 100
-0.30022591352462769, -0.034875050187110901, 120, 34.104145050048828, 1.1800000667572021, 0.0, 100
-0.39277395606040955, 0.019801877439022064, 128, 36.244434356689453, 1.1319999694824219, 0.0, 100
-0.36306989192962646, 0.030156485736370087, 125, 33.128326416015625, 1.1599999666213989, 0.0, 100
-0.4392140805721283, -0.0030364762060344219, 118, 34.043716430664063, 1.1899999380111694, 0.0, 100
-0.27627718448638916, -0.065990068018436432, 125, 37.105197906494141, 1.2000000476837158, 0.0, 100
-0.56188517808914185, -0.07009124755859375, 130, 34.717182159423828, 1.1599999666213989, 0.0, 100
-0.32089787721633911, -0.00051497772801667452, 132, 34.272605895996094, 1.1399999856948853, 0.0, 100
0.027340292930603027, -0.42517435550689697, 124, 115.99324798583984, 1.2099999189376831, 0.0, 100
-0.10891839861869812, -0.10993201285600662, 102, 208.48080444335938, 1.1599999666213989, 0.0, 100
-0.25816863775253296, 0.01983032189309597, 121, 216.91072082519531, 1.1299999952316284, 0.0, 100
-0.25422665476799011, -0.044585123658180237, 120, 223.445556640625, 1.121999979019165, 0.0, 100
-0.41159749031066895, -0.051498629152774811, 130, 222.57383728027344, 1.1099998950958252, 0.0, 100
-0.43546909093856812, -0.013721885159611702, 135, 222.932861328125, 1.1419999599456787, 0.0, 100
-0.044193878769874573, -0.025406567379832268, 134, 222.48703002929688, 1.1540000438690186, 0.0, 100
-0.52672940492630005, -0.10623870044946671, 125, 226.59864807128906, 1.1299999952316284, 0.0, 100
-0.36945974826812744, -0.0085147842764854431, 123, 228.11705017089844, 1.1399999856948853, 0.0, 100
-0.3962160050868988, -0.15305861830711365, 123, 226.25386047363281, 1.1499999761581421, 0.0, 100
-0.038600508123636246, -0.0010039849439635873, 123, 224.76168823242188, 1.1559998989105225, 0.0, 100
-0.23983067274093628, -0.011583205312490463, 124, 224.40435791015625, 1.1599999666213989, 0.0, 100
-0.2721761167049408, 0.019269796088337898, 132, 223.45597839355469, 1.1419999599456787, 0.0, 100
-0.21083654463291168, -0.11395235359668732, 134, 222.48423767089844, 1.1699999570846558, 0.0, 100
-0.20041683316230774, 0.03137829527258873, 127, 224.17460632324219, 1.1299999952316284, 0.0, 100
0.050763543695211411, 0.00060223438777029514, 136, 225.91291809082031, 1.1699999570846558, 0.0, 100
-0.02142992801964283, -0.063484415411949158, 127, 222.47549438476563, 1.1699999570846558, 0.0, 100
-0.041922766715288162, 0.00373992626555264, 133, 224.840576171875, 1.1599999666213989, 0.0, 100
-0.12035951018333435, -0.10892131179571152, 129, 221.10125732421875, 1.1719999313354492, 0.0, 100
-0.013135287910699844, -0.0057313484139740467, 128, 221.69561767578125, 1.121999979019165, 0.0, 100
-0.033004876226186752, -0.0074359215795993805, 121, 225.10472106933594, 1.1699999570846558, 0.0, 100
-0.23589368164539337, -0.043597046285867691, 129, 222.86639404296875, 1.1619999408721924, 0.0, 100
