opt_m_x, opt_m_y, opt_qua, yaw, alt, altura mala
0.0072410390712320805, -0.018457697704434395, 43, 0.076357655227184296, 0.0, 0.083999998867511749
0.0073453341610729694, -0.018604207783937454, 41, 0.080449305474758148, 0.0, -0.004999999888241291
0.0074645108543336391, -0.018674902617931366, 38, 0.088734149932861328, 0.0, 0.20299999415874481
0.049571696668863297, -0.019025268033146858, 36, 0.1018214151263237, 0.0, 0.070000000298023224
0.0076731182634830475, -0.01897917129099369, 46, 0.10678316652774811, 0.0, 0.25900000333786011
-0.034357331693172455, -0.061262905597686768, 37, 0.10937952250242233, 0.0, 0.39500001072883606
0.020129159092903137, 0.071596056222915649, 38, 358.8314208984375, 0.0, 0.25400000810623169
-0.012721484526991844, -0.022351371124386787, 31, 359.0074462890625, 0.0, 0.25900000333786011
0.0060441321693360806, -0.018969239667057991, 32, 359.02365112304688, 0.0, 0.19699999690055847
0.0034417286515235901, -0.017854278907179832, 32, 359.1490478515625, 0.0, 0.11800000071525574
-0.076520606875419617, 0.40380221605300903, 31, 359.371337890625, 0.0, 0.014000000432133675
0.0082045253366231918, -0.017091933637857437, 31, 359.34698486328125, 0.0, 0.19200000166893005
-0.10238944739103317, -0.013727182522416115, 25, 359.36849975585938, 0.0, 0.29600000381469727
0.0062567782588303089, -0.015034432522952557, 27, 359.37982177734375, 0.0, 0.39500001072883606
-0.076808087527751923, -0.018949523568153381, 32, 359.417724609375, 0.0, 0.27099999785423279
0.0078039760701358318, -0.018828446045517921, 34, 359.45697021484375, 0.0, 0.14599999785423279
0.0063272183761000633, -0.018691118806600571, 82, 359.48220825195313, 0.0, -0.74000000953674316
0.0032548012677580118, -0.018961792811751366, 89, 359.54434204101563, 0.0, -0.75700002908706665
0.0053215301595628262, -0.017205784097313881, 82, 359.57342529296875, 0.0, -0.68300002813339233
0.0092052575200796127, -0.019292054697871208, 82, 359.59140014648438, 0.0, -0.79600000381469727
0.0074816253036260605, -0.019629446789622307, 87, 359.63229370117188, 0.0, -0.28799998760223389
0.0087061328813433647, -0.017002535983920097, 76, 359.63729858398438, 0.0, -0.8190000057220459
0.0072787036187946796, -0.019789747893810272, 77, 359.78192138671875, 0.0, -0.92100000381469727
1.0987612009048462, 1.6698853969573975, 87, 358.37078857421875, 0.0, -8.0810003280639648
0.013963089324533939, -0.018326086923480034, 81, 347.98388671875, 0.0, -2.1129999160766602
0.01070697046816349, -0.023446349427103996, 74, 347.561767578125, 0.0, -1.034000039100647
0.0088998228311538696, -0.019428633153438568, 78, 346.4578857421875, 0.0, -0.69499999284744263
0.0084304967895150185, -0.01854957640171051, 81, 345.78668212890625, 0.0, -0.71200001239776611
0.0081772096455097198, -0.019324338063597679, 83, 344.90753173828125, 0.0, -0.39500001072883606
0.011383033357560635, -0.023508546873927116, 68, 343.75009155273438, 0.0, -0.9660000205039978
0.0062158834189176559, -0.018434591591358185, 69, 343.1348876953125, 0.0, -0.92100000381469727
0.011194309219717979, -0.026133300736546516, 87, 342.56607055664063, 0.0, -0.79100000858306885
0.0084534883499145508, -0.022737814113497734, 76, 341.5548095703125, 0.0, -0.35600000619888306
0.0094588464125990868, -0.016261881217360497, 82, 341.13540649414063, 0.0, -0.32199999690055847
0.0081754773855209351, -0.019330341368913651, 86, 340.05606079101563, 0.0, 0.093000002205371857
0.0077724466100335121, -0.019853260368108749, 70, 339.19757080078125, 0.0, -0.14599999785423279
0.0083333710208535194, -0.02037564292550087, 73, 338.52200317382813, 0.0, 0.018999999389052391
0.0061217411421239376, 0.027113903313875198, 70, 337.9423828125, 0.0, 0.21699999272823334
0.0064735370688140392, -0.021134994924068451, 70, 337.40859985351563, 0.0, 0.25400000810623169
0.0041100643575191498, -0.020119247958064079, 76, 336.89276123046875, 0.0, 0.090000003576278687
0.0092872045934200287, -0.019192729145288467, 72, 336.39483642578125, 0.0, 0.18299999833106995
0.012684234417974949, -0.017605956643819809, 75, 335.93374633789063, 0.0, 0.13500000536441803
0.0064538614824414253, -0.020372252911329269, 73, 335.45623779296875, 0.0, 0.23999999463558197
0.0058405096642673016, -0.020123930647969246, 77, 334.99227905273438, 0.0, 0.14900000393390656
0.0034510665573179722, -0.022804785519838333, 72, 334.39083862304688, 0.0, 0.032999999821186066
0.0083230938762426376, -0.019566528499126434, 79, 334.05770874023438, 0.0, 0.28200000524520874
0.0088225286453962326, -0.019059712067246437, 77, 333.48855590820313, 0.0, 0.059000000357627869
0.0090401582419872284, -0.01921498216688633, 76, 333.16534423828125, 0.0, 0.12099999934434891
0.0086033772677183151, -0.019194981083273888, 76, 332.59323120117188, 0.0, 0.1379999965429306
0.0085371024906635284, -0.018321145325899124, 83, 332.26876831054688, 0.0, 0.23399999737739563
