opt_m_x, opt_m_y, opt_qua, yaw, alt, dist, battery
0.0084379455074667931, -0.019431114196777344, 27, 87.40069580078125, 0.0, 0.0, 100
0.0076289004646241665, -0.018966702744364738, 27, 87.397468566894531, 0.0, 0.0, 100
0.0073900320567190647, -0.019252324476838112, 31, 87.392921447753906, 0.0, 0.0, 100
0.0077326279133558273, -0.018186314031481743, 29, 87.410362243652344, 0.0, 0.0, 100
-1.1856169700622559, 0.013016360811889172, 91, 85.065567016601563, 0.14399999380111694, 0.0, 100
0.2360568642616272, -0.27999913692474365, 119, 81.589088439941406, 0.43399995565414429, 0.0, 100
-0.20280730724334717, -0.07911430299282074, 121, 87.299797058105469, 1.2879999876022339, 0.0, 100
-0.16566856205463409, 0.058620288968086243, 115, 89.758460998535156, 1.2999999523162842, 0.0, 100
0.061725910753011703, -0.020432241261005402, 129, 91.09130859375, 1.2699999809265137, 0.0, 100
0.036966927349567413, -0.0081437155604362488, 119, 95.906364440917969, 1.2979999780654907, 0.0, 100
-0.087457872927188873, 0.054380796849727631, 130, 96.129783630371094, 1.2999999523162842, 0.0, 100
0.011006757616996765, 0.16989102959632874, 126, 99.766998291015625, 1.2699999809265137, 0.0, 100
0.030702011659741402, 0.0075694839470088482, 133, 98.275634765625, 1.2599999904632568, 0.0, 100
0.017912205308675766, 0.13017040491104126, 121, 102.57590484619141, 1.2660000324249268, 0.0, 100
0.028549026697874069, 0.069068022072315216, 117, 101.50045013427734, 1.2599999904632568, 0.0, 100
-0.02132871188223362, 0.17360779643058777, 122, 102.65130615234375, 1.25, 0.0, 100
0.045767903327941895, 0.175618976354599, 119, 102.93390655517578, 1.2279999256134033, 0.0, 100
0.0042998194694519043, 0.32164093852043152, 123, 104.8470458984375, 1.2380000352859497, 0.0, 100
0.05338737741112709, 0.36876040697097778, 118, 105.30397033691406, 1.25, 0.0, 100
-0.1139184758067131, 0.22539538145065308, 117, 103.17961120605469, 1.2400000095367432, 0.0, 100
0.063868604600429535, 0.21908311545848846, 124, 105.29239654541016, 1.2200000286102295, 0.0, 100
-0.03986712172627449, 0.025629013776779175, 126, 103.97219085693359, 1.2259999513626099, 0.0, 100
-0.16199085116386414, -0.039608508348464966, 123, 148.85316467285156, 1.2200000286102295, 0.0, 100
-0.16858652234077454, 0.065218843519687653, 124, 197.05216979980469, 1.2300000190734863, 0.0, 100
-0.17149940133094788, -0.12765447795391083, 118, 249.54507446289063, 1.2279999256134033, 0.0, 100
-0.08819444477558136, 0.24097728729248047, 111, 288.78143310546875, 1.2279999256134033, 0.0, 100
-0.0077395737171173096, 0.25133711099624634, 126, 297.51321411132813, 1.2099999189376831, 0.0, 100
-0.12014750391244888, 0.33265551924705505, 128, 294.8773193359375, 1.2099999189376831, 0.0, 100
0.11060568690299988, 0.31659772992134094, 118, 295.9119873046875, 1.2099999189376831, 0.0, 100
-0.016794726252555847, 0.30593147873878479, 117, 297.03359985351563, 1.2200000286102295, 0.0, 100
0.04835636168718338, 0.37439274787902832, 119, 301.24746704101563, 1.2300000190734863, 0.0, 100
-0.060164660215377808, 0.13001275062561035, 116, 299.09466552734375, 1.215999960899353, 0.0, 100
0.045266486704349518, 0.17388215661048889, 132, 301.38101196289063, 1.2200000286102295, 0.0, 100
0.0095825633034110069, 0.05177827924489975, 127, 299.3492431640625, 1.2120000123977661, 0.0, 100
-0.019998036324977875, 0.10464233160018921, 128, 301.71502685546875, 1.2200000286102295, 0.0, 100
-0.011488895863294601, -0.035565562546253204, 134, 299.98614501953125, 1.2099999189376831, 0.0, 100
0.021648800000548363, 0.027832582592964172, 139, 302.68728637695313, 1.2099999189376831, 0.0, 100
0.019780110567808151, 0.029686613008379936, 120, 300.52545166015625, 1.2039999961853027, 0.0, 100
-0.0045110657811164856, 0.075970090925693512, 116, 302.84808349609375, 1.2200000286102295, 0.0, 100
-0.057445857673883438, 0.10281467437744141, 123, 300.20632934570313, 1.2200000286102295, 0.0, 100
