opt_m_x, opt_m_y, opt_qua, yaw, alt, dist, battery
0.0054481616243720055, -0.019525477662682533, 0, 181.00531005859375, 0.0, 0.0, 100
0.006234324537217617, -0.018668530508875847, 0, 181.90493774414063, 0.0, 0.0, 100
0.0053240247070789337, -0.018452025949954987, 0, 182.79853820800781, 0.0, 0.0, 100
-1.0896317958831787, 0.89063507318496704, 84, 184.44648742675781, 0.037999998778104782, 0.0, 100
0.03345489501953125, -0.62623542547225952, 107, 186.65139770507813, 0.23999997973442078, 0.0, 100
0.0072211176156997681, -0.10941390693187714, 115, 190.85389709472656, 1.1719999313354492, 0.0, 100
0.057583838701248169, -0.021287024021148682, 118, 194.58477783203125, 1.215999960899353, 0.0, 100
-0.23283180594444275, 0.0020145922899246216, 123, 192.23448181152344, 1.2400000095367432, 0.0, 100
-0.096608847379684448, -0.14884091913700104, 113, 193.40708923339844, 1.2219998836517334, 0.0, 100
-0.2087225466966629, -0.31986430287361145, 122, 194.75924682617188, 1.1759998798370361, 0.0, 100
-0.26242300868034363, -0.12157249450683594, 115, 192.67739868164063, 1.1740000247955322, 0.0, 100
0.015255759470164776, -0.035352166742086411, 133, 194.75015258789063, 1.1639999151229858, 0.0, 100
-0.053926050662994385, 0.15529501438140869, 132, 193.61573791503906, 1.1200000047683716, 0.0, 100
-0.14607025682926178, -0.042231198400259018, 119, 198.69024658203125, 1.1699999570846558, 0.0, 100
-0.13826797902584076, -0.43778866529464722, 110, 250.99383544921875, 1.1699999570846558, 0.0, 100
-0.053714971989393234, -0.021299920976161957, 126, 284.48699951171875, 1.1480000019073486, 0.0, 100
-0.1484982967376709, 0.03243497759103775, 123, 284.21200561523438, 1.1059999465942383, 0.0, 100
-0.26720219850540161, 0.10062733292579651, 128, 287.6180419921875, 1.1340000629425049, 0.0, 100
-0.34340345859527588, -0.071179017424583435, 121, 287.86065673828125, 1.121999979019165, 0.0, 100
-0.25669044256210327, -0.063850052654743195, 112, 288.57888793945313, 1.1299999952316284, 0.0, 100
-0.022156152874231339, 0.033107873052358627, 124, 290.18899536132813, 1.1299999952316284, 0.0, 100
-0.0043696314096450806, 0.10650083422660828, 124, 223.51229858398438, 1.125999927520752, 0.0, 100
-0.25039786100387573, 0.010475106537342072, 109, 216.94256591796875, 1.1239999532699585, 0.0, 100
-0.20594461262226105, -0.20785114169120789, 124, 211.91819763183594, 1.1299999952316284, 0.0, 100
0.063299000263214111, 0.28134837746620178, 115, 153.58523559570313, 1.1460000276565552, 0.0, 100
-0.36064866185188293, 0.10772311687469482, 108, 104.83827209472656, 1.0199999809265137, 0.0, 100
-0.47926172614097595, -0.1140206903219223, 116, 106.86644744873047, 1.1000000238418579, 0.0, 100
-0.3578631579875946, -0.0059348647482693195, 105, 112.80696105957031, 1.1200000047683716, 0.0, 100
-0.40540620684623718, -0.11421506851911545, 116, 109.87371063232422, 1.1000000238418579, 0.0, 100
0.013196267187595367, 0.2185874879360199, 122, 85.808456420898438, 1.1299999952316284, 0.0, 100
-0.063679955899715424, 0.025534233078360558, 128, 22.088649749755859, 1.121999979019165, 0.0, 100
-0.3731098473072052, -0.12589988112449646, 111, 23.758632659912109, 1.1179999113082886, 0.0, 100
-0.63255059719085693, 0.061184614896774292, 128, 21.77543830871582, 1.1319999694824219, 0.0, 100
-0.53269422054290771, -0.1219945102930069, 130, 18.303628921508789, 1.1019999980926514, 0.0, 100
-0.21036271750926971, -0.074796825647354126, 113, 21.423566818237305, 1.1099998950958252, 0.0, 100
-0.21799474954605103, 0.016204126179218292, 129, 19.717697143554688, 1.125999927520752, 0.0, 100
0.025421489030122757, -0.072081439197063446, 133, 21.104907989501953, 1.1399999856948853, 0.0, 100
0.065060868859291077, 0.028095606714487076, 131, 20.398456573486328, 1.1480000019073486, 0.0, 100
-0.028760494664311409, -0.0036199900787323713, 132, 22.526224136352539, 1.1299999952316284, 0.0, 100
0.0093371625989675522, -0.031007478013634682, 129, 23.834995269775391, 1.1380000114440918, 0.0, 100
