opt_m_x, opt_m_y, opt_qua, yaw, alt, altura mala
0.007695432286709547, -0.018681611865758896, 34, 185.43502807617188, 0.0, -1.1349999904632568
0.0078876269981265068, -0.018808765336871147, 33, 185.66319274902344, 0.0, -0.95499998331069946
-0.033791463822126389, -0.018926694989204407, 32, 186.33564758300781, 0.0, -1.0390000343322754
0.0074886968359351158, -0.018958881497383118, 34, 186.55584716796875, 0.0, -0.88700002431869507
-9.7510019259061664e-06, -0.019114401191473007, 0, 187.21115112304688, 0.0, -1.0110000371932983
-0.038155302405357361, -0.10241647064685822, 26, 187.79811096191406, 0.0, -0.95999997854232788
0.0083931740373373032, -0.018821870908141136, 0, 188.32057189941406, 0.0, -0.66100001335144043
0.010387860238552094, -0.017723329365253448, 0, 188.84025573730469, 0.0, -0.83600002527236938
0.018114911392331123, -0.018632968887686729, 0, 189.32267761230469, 0.0, -0.95499998331069946
0.0085491295903921127, -0.018496766686439514, 0, 189.85403442382813, 0.0, -0.92100000381469727
0.0054987035691738129, -0.01950502023100853, 26, 190.37295532226563, 0.0, -0.77899998426437378
0.0083834230899810791, -0.018756052479147911, 0, 191.02507019042969, 0.0, -0.74000000953674316
0.0076740388758480549, -0.018758488819003105, 0, 191.39779663085938, 0.0, -0.95999997854232788
0.0079727014526724815, -0.0187375508248806, 0, 192.03521728515625, 0.0, -0.8529999852180481
0.0075131477788090706, -0.018738988786935806, 0, 192.40078735351563, 0.0, -0.94900000095367432
0.0082737253978848457, -0.019431309774518013, 0, 192.89260864257813, 0.0, -0.90399998426437378
0.0075521506369113922, -0.018731674179434776, 25, 193.384033203125, 0.0, -0.82999998331069946
0.0072065633721649647, -0.019002659246325493, 26, 194.00250244140625, 0.0, -0.76800000667572021
0.0075640939176082611, -0.019472070038318634, 25, 194.48226928710938, 0.0, -0.74000000953674316
0.0074424850754439831, -0.018552705645561218, 27, 194.96371459960938, 0.0, -0.75700002908706665
0.0082767242565751076, -0.018946720287203789, 30, 195.4320068359375, 0.0, -0.87000000476837158
0.0076959789730608463, -0.018507404252886772, 28, 195.90032958984375, 0.0, -0.88700002431869507
0.0078973043709993362, -0.018983203917741776, 32, 196.36714172363281, 0.0, -0.79100000858306885
0.009290267713367939, -0.01879018172621727, 0, 196.82044982910156, 0.0, -0.92599999904632568
0.016040397807955742, -0.015818562358617783, 26, 197.26200866699219, 0.0, -0.95999997854232788
0.0081957178190350533, -0.019085148349404335, 0, 197.72529602050781, 0.0, -0.86400002241134644
0.013007836416363716, -0.02104022353887558, 25, 198.41412353515625, 0.0, -0.9089999794960022
0.026762008666992188, -0.0075041498057544231, 162, 198.69851684570313, 0.19599999487400055, -0.76200002431869507
-0.068505674600601196, 0.0029882639646530151, 131, 198.16426086425781, 6.0, -0.47400000691413879
-0.046687662601470947, -0.0093401484191417694, 123, 198.40489196777344, 6.0, -0.59899997711181641
0.018625671043992043, -0.0014641751768067479, 123, 197.94564819335938, 6.0, -0.41800001263618469
-0.01574176549911499, -0.05418083444237709, 124, 197.32783508300781, 6.0, -0.74500000476837158
-0.01574176549911499, -0.05418083444237709, 124, 197.32783508300781, 6.0, -0.74500000476837158
-0.01574176549911499, -0.05418083444237709, 124, 197.32783508300781, 6.0, -0.74500000476837158
-0.01574176549911499, -0.05418083444237709, 124, 197.32783508300781, 6.0, -0.74500000476837158
-0.01574176549911499, -0.05418083444237709, 124, 197.32783508300781, 6.0, -0.74500000476837158
-0.01574176549911499, -0.05418083444237709, 124, 197.32783508300781, 6.0, -0.74500000476837158
-0.01574176549911499, -0.05418083444237709, 124, 197.32783508300781, 6.0, -0.74500000476837158
-0.01574176549911499, -0.05418083444237709, 124, 197.32783508300781, 6.0, -0.74500000476837158
-0.01574176549911499, -0.05418083444237709, 124, 197.32783508300781, 6.0, -0.74500000476837158
-0.01574176549911499, -0.05418083444237709, 124, 197.32783508300781, 6.0, -0.74500000476837158
-0.01574176549911499, -0.05418083444237709, 124, 197.32783508300781, 6.0, -0.74500000476837158
-0.01574176549911499, -0.05418083444237709, 124, 197.32783508300781, 6.0, -0.74500000476837158
-0.01574176549911499, -0.05418083444237709, 124, 197.32783508300781, 6.0, -0.74500000476837158
-0.01574176549911499, -0.05418083444237709, 124, 197.32783508300781, 6.0, -0.74500000476837158
-0.01574176549911499, -0.05418083444237709, 124, 197.32783508300781, 6.0, -0.74500000476837158
-0.01574176549911499, -0.05418083444237709, 124, 197.32783508300781, 6.0, -0.74500000476837158
-0.01574176549911499, -0.05418083444237709, 124, 197.32783508300781, 6.0, -0.74500000476837158
-0.01574176549911499, -0.05418083444237709, 124, 197.32783508300781, 6.0, -0.74500000476837158
-0.01574176549911499, -0.05418083444237709, 124, 197.32783508300781, 6.0, -0.74500000476837158
