opt_m_x, opt_m_y, opt_qua, yaw, alt, battery_V
-0.02769443579018116, 0.23553919792175293, 124, 0.027719616889953613, 1.1000000238418579, 15.616628423321846
-0.02769443579018116, 0.23553919792175293, 124, 358.26718139648438, 1.1000000238418579, 15.616628423321846
-0.0061878967098891735, 0.18398639559745789, 119, 352.97738647460938, 1.1359999179840088, 15.619186977077334
0.021034225821495056, 0.42700022459030151, 122, 354.24020385742188, 1.1099998950958252, 15.617112651703529
-0.0087189748883247375, 0.25873270630836487, 128, 354.71353149414063, 1.1179999113082886, 15.617468056453632
-0.0087189748883247375, 0.25873270630836487, 128, 354.33724975585938, 1.1179999113082886, 15.617468056453632
0.018129473552107811, 0.4521351158618927, 118, 356.345458984375, 1.0899999141693115, 15.620289245088401
-0.1068742573261261, 0.026965469121932983, 119, 357.35568237304688, 1.1200000047683716, 15.61697401252453
-0.01723640039563179, 0.43356862664222717, 119, 355.4697265625, 1.1200000047683716, 15.618984872966768
0.0022310391068458557, 0.39608263969421387, 116, 357.3948974609375, 1.0899999141693115, 15.620591389286016
-0.17605458199977875, 0.30590090155601501, 125, 358.34027099609375, 1.1179999113082886, 15.621555299115867
-0.17605458199977875, 0.30590090155601501, 125, 356.853759765625, 1.1179999113082886, 15.621555299115867
0.096376955509185791, 0.44381988048553467, 118, 358.16574096679688, 1.0800000429153442, 15.61880065238612
-0.012662104330956936, 0.30876696109771729, 109, 358.61322021484375, 1.1000000238418579, 15.618480856903432
-0.042507447302341461, 0.11024800688028336, 106, 358.4073486328125, 1.1159999370574951, 15.615888979570432
-0.015951620414853096, -0.11903239041566849, 120, 358.8692626953125, 1.1059999465942383, 15.611533853067112
0.087509870529174805, -0.16853484511375427, 106, 358.49859619140625, 1.1099998950958252, 15.617320777186457
0.087509870529174805, -0.16853484511375427, 106, 357.93768310546875, 1.1099998950958252, 15.617320777186457
0.04015485942363739, -0.40161031484603882, 107, 359.0509033203125, 1.1200000047683716, 15.61679622448721
0.04015485942363739, -0.40161031484603882, 107, 0.71692299842834473, 1.1200000047683716, 15.61679622448721
0.077621124684810638, -0.30612531304359436, 114, 356.62493896484375, 1.1299999952316284, 15.610878200020929
0.00069682946195825934, -0.48852846026420593, 117, 355.95529174804688, 1.1099998950958252, 15.614927385313313
0.096907779574394226, -0.2352614551782608, 118, 356.25131225585938, 1.1099998950958252, 15.618556896603165
0.024086413905024529, -0.32379508018493652, 124, 353.213623046875, 1.1039999723434448, 15.619934603451689
-0.017676984891295433, -0.22062632441520691, 115, 354.217529296875, 1.1099998950958252, 15.623561227635374
-0.0050956704653799534, -0.15143322944641113, 120, 353.31228637695313, 1.1159999370574951, 15.61653720209496
0.043574389070272446, -0.21829132735729218, 124, 350.84420776367188, 1.1159999370574951, 15.617122786674773
0.040113411843776703, -0.25293931365013123, 119, 350.66921997070313, 1.1299999952316284, 15.617074137430659
0.1044081449508667, -0.26828819513320923, 121, 353.09136962890625, 1.1200000047683716, 15.61664494787707
0.033936534076929092, -0.28026837110519409, 124, 352.4954833984375, 1.1200000047683716, 15.609987434039319
-0.0068599055521190166, -0.051647555083036423, 122, 352.76309204101563, 1.0899999141693115, 15.61479292570907
0.021908175200223923, -0.19425855576992035, 121, 351.92745971679688, 1.0920000076293945, 15.616076220801652
0.13303330540657043, -0.2646174430847168, 118, 347.530029296875, 1.0979999303817749, 15.618446197911638
0.022664761170744896, -0.093593701720237732, 128, 344.05111694335938, 1.0899999141693115, 15.591068183804982
0.033402279019355774, -0.09834810346364975, 111, 342.6002197265625, 1.0839999914169312, 15.596241375010109
0.10488822311162949, -0.087124839425086975, 134, 345.11392211914063, 1.0800000429153442, 15.603745289922088
0.026260770857334137, -0.16553948819637299, 111, 342.32815551757813, 1.0800000429153442, 15.608647639054144
-0.00031807442428544164, -0.0022159069776535034, 113, 342.65069580078125, 1.0499999523162842, 15.611589048650259
0.045526891946792603, -0.11707638949155807, 122, 342.3409423828125, 1.0699999332427979, 15.603753894335005
0.084622770547866821, -0.11146946251392365, 112, 339.87210083007813, 1.0899999141693115, 15.604652801642494
