opt_m_x, opt_m_y, opt_qua, yaw, alt, battery_V
0.0057030548341572285, -0.015910085290670395, 0, 0.085037365555763245, 0.0, 15.638346104465246
0.0057625132612884045, -0.016209855675697327, 0, 0.085134342312812805, 0.0, 15.635008128688433
0.0060251210816204548, -0.016217287629842758, 0, 0.085763253271579742, 0.0, 15.635805343184487
0.0060251210816204548, -0.016217287629842758, 0, 0.085763253271579742, 0.0, 15.635805343184487
0.0067915786057710648, -0.017007503658533096, 0, 359.44296264648438, 0.0, 15.633883671865362
0.66207349300384521, -0.91282665729522705, 92, 1.2220171689987183, 0.23799999058246613, 15.633883671865362
0.66207349300384521, -0.91282665729522705, 92, 1.2220171689987183, 0.23799999058246613, 15.633883671865362
0.30110090970993042, -0.072146274149417877, 101, 357.5784912109375, 0.44999998807907104, 15.634198867368541
-0.63130813837051392, -0.12171203643083572, 134, 357.34567260742188, 6.0, 15.634919786367295
-0.34047171473503113, 0.014977931976318359, 116, 2.7821426391601563, 1.2300000190734863, 15.622152337587039
-0.31987231969833374, -0.05294373631477356, 104, 0.93717813491821289, 1.1959999799728394, 15.631291868264828
-0.094684258103370667, 0.035435572266578674, 107, 2.0585520267486572, 1.1800000667572021, 15.631575586811916
-0.013841410167515278, 0.02217690646648407, 107, 1.6287826299667358, 1.1699999570846558, 15.631345817940975
-0.069759771227836609, 0.0698070228099823, 102, 2.2486302852630615, 1.1719999313354492, 15.629207956583128
-0.1106979101896286, 0.057064641267061234, 115, 2.2486302852630615, 1.1599999666213989, 15.629207956583128
0.059433143585920334, 0.053247470408678055, 112, 0.045477811247110367, 1.1699999570846558, 15.631925239777054
0.071597754955291748, 0.26743003726005554, 89, 0.88083010911941528, 1.1519999504089355, 15.628755609686669
-0.11929825693368912, 0.44121602177619934, 87, 356.26425170898438, 1.1359999179840088, 15.62845383158071
0.1273646354675293, 0.068086937069892883, 84, 349.541748046875, 1.1399999856948853, 15.63507276481127
0.2656790018081665, 0.21048188209533691, 72, 321.19393920898438, 1.1200000047683716, 15.635044124847806
0.31745272874832153, 0.19806855916976929, 69, 287.1998291015625, 1.1299999952316284, 15.63022694079752
0.15789656341075897, 0.064334996044635773, 71, 279.96173095703125, 1.1139999628067017, 15.630136630294222
0.23226934671401978, 0.12676969170570374, 91, 279.79537963867188, 1.1000000238418579, 15.633682444043735
0.10667505115270615, 0.27900874614715576, 83, 279.4891357421875, 1.1299999952316284, 15.631409932312415
-0.029183659702539444, 0.42005974054336548, 97, 276.52166748046875, 1.1200000047683716, 15.630846425231363
0.066405996680259705, 0.21175539493560791, 105, 276.54925537109375, 1.1200000047683716, 15.631308320981219
0.12079484760761261, 0.33598721027374268, 96, 276.48541259765625, 1.1200000047683716, 15.634385458483866
