opt_m_x, opt_m_y, opt_qua, yaw, alt
-0.074043005704879761, 0.048035647720098495, 0, 185.71290588378906, -3.5099999904632568
0.12128783762454987, 0.10329480469226837, 0, 186.25309753417969, -3.5209999084472656
0.23508933186531067, 0.01573324017226696, 0, 188.48612976074219, -3.3020000457763672
0.072041317820549011, 0.35322862863540649, 0, 185.12028503417969, -3.0559999942779541
-0.27096745371818542, 0.023015744984149933, 29, 185.9356689453125, -3.0829999446868896
0.014630984514951706, 0.067564025521278381, 46, 188.03659057617188, -3.2139999866485596
0.10754284262657166, -0.0038263648748397827, 52, 184.71214294433594, -3.127000093460083
0.054613061249256134, -0.067437455058097839, 56, 182.96971130371094, -3.1050000190734863
-0.053007036447525024, -0.41518193483352661, 26, 186.06562805175781, -3.2909998893737793
0.034554049372673035, -0.061432119458913803, 0, 183.02163696289063, -3.3239998817443848
0.0022402924951165915, 0.058974061161279678, 0, 185.15388488769531, -3.000999927520752
-0.023385453969240189, -0.22298026084899902, 0, 184.00921630859375, -3.0450000762939453
0.018741423264145851, -0.26593416929244995, 0, 182.62193298339844, -2.8970000743865967
0.049298211932182312, -0.067938454449176788, 28, 181.72775268554688, -3.1210000514984131
-0.030353665351867676, -0.070446416735649109, 47, 183.99264526367188, -3.0290000438690186
0.065777823328971863, -0.14804214239120483, 53, 180.22163391113281, -3.0120000839233398
0.039668366312980652, -0.21384140849113464, 60, 182.7216796875, -3.1050000190734863
0.083538800477981567, -0.22819650173187256, 58, 177.64079284667969, -2.9189999103546143
0.0044050151482224464, 0.021635036915540695, 29, 177.57470703125, -3.0069999694824219
-0.02959991991519928, 0.020570319145917892, 32, 175.93319702148438, -2.8859999179840088
0.16875842213630676, 0.03905903548002243, 29, 177.63743591308594, -2.9030001163482666
0.041813250631093979, 0.16428679227828979, 30, 177.20252990722656, -3.0120000839233398
-0.16915154457092285, 0.15363587439060211, 28, 175.11518859863281, -3.3570001125335693
0.084919027984142303, -0.14113600552082062, 0, 183.90394592285156, -2.9900000095367432
-0.032704368233680725, -0.079823464155197144, 26, 185.44613647460938, -2.9739999771118164
-0.10517807304859161, -0.057747364044189453, 46, 184.45158386230469, -3.1159999370574951
-0.10655643790960312, -0.52869045734405518, 70, 185.915771484375, -3.3619999885559082
-0.039798714220523834, -0.31062468886375427, 70, 185.10446166992188, -3.3680000305175781
-0.14548866450786591, -0.26362490653991699, 31, 183.76211547851563, -3.0999999046325684
-4.1347142541781068e-05, -0.03897089883685112, 29, 183.88790893554688, -3.0780000686645508
-0.040937140583992004, 0.11188299208879471, 29, 182.77490234375, -3.2579998970031738
0.12175516784191132, -0.15945401787757874, 0, 181.90257263183594, -3.2639999389648438
-0.0045459219254553318, 0.094666607677936554, 32, 185.16889953613281, -2.9679999351501465
-0.003460998646914959, 0.63914906978607178, 32, 183.2969970703125, -3.0499999523162842
-0.00084640039131045341, 0.013793349266052246, 68, 181.37167358398438, -2.9249999523162842
-0.015640120953321457, 0.066017702221870422, 85, 181.53456115722656, -2.9960000514984131
0.0262565016746521, -0.38384905457496643, 95, 183.97688293457031, -3.0499999523162842
-0.022819006815552711, -0.33705198764801025, 97, 181.64387512207031, -3.246999979019165
0.098038025200366974, -0.27176991105079651, 31, 180.48985290527344, -3.3459999561309814
0.055366657674312592, 0.089498259127140045, 29, 183.26548767089844, -3.2639999389648438
