opt_m_x, opt_m_y, opt_qua, yaw, alt
-0.024229425936937332, -0.0034901851322501898, 0, 279.27459716796875, 0.075999997556209564
0.093775376677513123, -0.090781822800636292, 0, 280.36865234375, -0.004999999888241291
0.0015298443613573909, -0.17759570479393005, 0, 276.036865234375, -0.31700000166893005
-0.30582684278488159, -0.14344052970409393, 30, 275.45269775390625, 0.072999998927116394
-0.079550646245479584, 0.28829669952392578, 51, 278.71493530273438, -0.2669999897480011
0.12453543394804001, -0.015835627913475037, 53, 276.74978637695313, -0.2669999897480011
0.01818561740219593, -0.0081177093088626862, 0, 274.66241455078125, 0.018999999389052391
0.073933064937591553, 0.10332892090082169, 27, 274.3258056640625, 0.13300000131130219
-0.051068589091300964, 0.028062550351023674, 0, 273.94985961914063, 0.28400000929832458
-0.043601773679256439, -0.071197345852851868, 0, 273.8096923828125, 0.046000000089406967
0.024962564930319786, -0.04129549115896225, 32, 271.64306640625, 0.21299999952316284
-0.038587324321269989, 0.066938593983650208, 48, 270.9100341796875, -0.016000000759959221
0.046309478580951691, -0.4513622522354126, 67, 275.23828125, 0.071000002324581146
-0.11157304048538208, -0.95544523000717163, 34, 275.19491577148438, 0.050999999046325684
0.21995003521442413, -0.11262162774801254, 32, 270.71517944335938, 0.046000000089406967
-0.056916128844022751, 0.037946023046970367, 27, 273.58486938476563, 0.21299999952316284
-0.35297068953514099, 0.33473578095436096, 31, 335.338623046875, -0.0099999997764825821
0.099566355347633362, -0.024455619975924492, 27, 1.6975820064544678, -0.032000001519918442
0.0077104270458221436, -0.026189185678958893, 36, 358.65042114257813, 0.068000003695487976
0.065575487911701202, -0.02331358939409256, 29, 357.02294921875, 0.059999998658895493
-0.0280479546636343, 0.049903571605682373, 27, 357.46221923828125, 0.11699999868869781
-0.058876063674688339, 0.084401458501815796, 0, 359.5751953125, 0.083999998867511749
-0.028947861865162849, 0.064328856766223907, 0, 359.86038208007813, 0.035000000149011612
-0.034074876457452774, 0.13948808610439301, 0, 357.93603515625, -0.043000001460313797
0.034653767943382263, -0.038902796804904938, 0, 358.48324584960938, -0.17399999499320984
0.012535479851067066, 0.041116081178188324, 0, 356.16696166992188, -0.25600001215934753
0.034347314387559891, -0.025837099179625511, 0, 342.95159912109375, -0.14200000464916229
-0.027797440066933632, 0.10834654420614243, 0, 274.303466796875, -0.25600001215934753
0.013485634699463844, 0.045759011059999466, 0, 267.85092163085938, -0.164000004529953
0.062927916646003723, -0.071277603507041931, 0, 271.30606079101563, -0.25600001215934753
0.077187813818454742, 0.064603693783283234, 0, 268.58059692382813, -0.25600001215934753
0.1337677389383316, -0.098420798778533936, 0, 267.239501953125, -0.15800000727176666
-0.069592103362083435, 0.0015784879215061665, 0, 266.78936767578125, -0.41499999165534973
0.036307856440544128, 0.12477382272481918, 0, 268.47320556640625, -0.22900000214576721
0.063715480268001556, -0.046307507902383804, 0, 267.51287841796875, -0.38199999928474426
0.023777816444635391, -0.033896919339895248, 0, 264.9532470703125, -0.11400000005960464
0.026649449020624161, -0.085342928767204285, 0, 265.50537109375, -0.289000004529953
-0.028303330764174461, 0.097525738179683685, 0, 265.88983154296875, -0.22400000691413879
0.015031170099973679, -0.10726346075534821, 0, 266.17599487304688, -0.45899999141693115
-0.066457018256187439, -0.079707570374011993, 0, 266.50125122070313, -0.44200000166893005
0.070126771926879883, -0.10027686506509781, 0, 264.50393676757813, -0.42100000381469727
0.014507053419947624, -0.11547867953777313, 0, 262.35299682617188, -0.49200001358985901
0.0079860705882310867, 0.29307854175567627, 0, 261.23941040039063, -0.39300000667572021
-0.03247939795255661, 0.065912209451198578, 0, 262.4293212890625, -0.63899999856948853
-0.056745298206806183, -0.020676001906394958, 0, 263.6312255859375, -0.59500002861022949
0.076555453240871429, -0.17446063458919525, 0, 260.51885986328125, -0.34900000691413879
0.12557339668273926, -0.20602890849113464, 0, 260.39501953125, -0.25099998712539673
0.0031010357197374105, -0.14404857158660889, 0, 261.29281616210938, -0.32199999690055847
-0.1012859046459198, 0.076925136148929596, 0, 262.77056884765625, -0.4309999942779541
0.042024377733469009, 0.12710918486118317, 0, 260.93783569335938, -0.37099999189376831
0.058232981711626053, 0.049301065504550934, 0, 259.36297607421875, -0.21799999475479126
-0.01634184829890728, 0.063331663608551025, 0, 214.72845458984375, -0.23999999463558197
0.10705747455358505, -0.098223775625228882, 0, 168.69477844238281, -0.49700000882148743
0.10424099862575531, 0.075640946626663208, 0, 94.952461242675781, -0.48600000143051147
-0.12979070842266083, -0.0041076093912124634, 0, 77.536750793457031, -0.51899999380111694
-0.032834492623806, 0.12346499413251877, 0, 75.650444030761719, -0.80900001525878906
0.023882640525698662, -0.017264148220419884, 0, 76.916725158691406, -0.68300002813339233
0.086960330605506897, 0.045503746718168259, 0, 73.38665771484375, -0.68800002336502075
-0.071764938533306122, 0.065070874989032745, 0, 71.942031860351563, -0.56300002336502075
0.095250219106674194, -0.20751839876174927, 0, 71.796974182128906, -0.49200001358985901
-0.077066197991371155, -0.039102233946323395, 0, 73.58941650390625, -0.5350000262260437
-0.02811119332909584, 0.10077028721570969, 0, 71.654411315917969, -0.5899999737739563
0.016806939616799355, -0.18424297869205475, 0, 70.561347961425781, -0.59500002861022949
0.067853093147277832, 0.0017827913397923112, 0, 69.66448974609375, -0.6940000057220459
-0.04510001465678215, 0.28834280371665955, 0, 68.329475402832031, -0.85799998044967651
0.025352604687213898, -0.18168310821056366, 0, 70.782684326171875, -0.77600002288818359
-0.10419432818889618, -0.11895003169775009, 0, 70.073600769042969, -0.99500000476837158
0.038891870528459549, 0.055363748222589493, 0, 70.795783996582031, -0.81999999284744263
0.081991128623485565, -0.099956683814525604, 0, 67.4853515625, -0.81400001049041748
-0.031854324042797089, 0.16419923305511475, 0, 69.252021789550781, -0.96200001239776611
-0.010577399283647537, -0.18927180767059326, 0, 67.784904479980469, -0.75400000810623169
0.068942025303840637, -0.11122480779886246, 0, 66.153106689453125, -0.80900001525878906
0.061809111386537552, 0.0091960914433002472, 0, 66.991790771484375, -0.96700000762939453
0.0059324330650269985, -0.030473355203866959, 0, 64.333572387695313, -0.92400002479553223
