opt_m_x, opt_m_y, opt_qua, yaw, alt
0.0061880499124526978, -0.017101207748055458, 52, 286.24249267578125, -2.0220000743865967
0.0058566783554852009, -0.016080092638731003, 58, 286.32009887695313, -1.9769999980926514
-0.048622321337461472, 0.4764559268951416, 84, 288.67047119140625, -1.7309999465942383
-0.064383715391159058, -0.17264944314956665, 101, 292.15115356445313, -1.2289999723434448
-1.2261955738067627, -0.090766757726669312, 103, 357.09637451171875, -1.1449999809265137
-0.17131872475147247, 0.42147257924079895, 119, 24.669075012207031, -0.94900000095367432
-0.048671919852495193, 0.12851125001907349, 113, 21.221670150756836, -1.1840000152587891
-0.013600410893559456, 0.31448867917060852, 119, 19.046152114868164, -1.1499999761581421
0.023532481864094734, 0.2912728488445282, 116, 15.290453910827637, -1.284000039100647
0.10179608315229416, 0.24109753966331482, 112, 19.706430435180664, -1.1890000104904175
-0.019574623554944992, 0.19063273072242737, 113, 20.477245330810547, -1.5360000133514404
-0.57472711801528931, 0.22492301464080811, 101, 73.790451049804688, -1.3789999485015869
-0.1933353990316391, 0.21352052688598633, 111, 107.47550964355469, -1.2510000467300415
0.0024610720574855804, 0.4056251049041748, 117, 110.80895233154297, -1.0670000314712524
0.096755385398864746, 0.37015494704246521, 120, 115.85932159423828, -1.1169999837875366
0.14872646331787109, 0.4655112624168396, 128, 118.29653930664063, -1.2560000419616699
-0.059481356292963028, 0.19337522983551025, 119, 135.99952697753906, -1.3960000276565552
-0.2478029727935791, 0.061531256884336472, 117, 185.84098815917969, -1.4299999475479126
0.047033954411745071, 0.14849711954593658, 118, 193.592529296875, -1.5360000133514404
0.00075469911098480225, 0.19889125227928162, 112, 192.41802978515625, -1.5750000476837158
0.19348572194576263, 0.26970756053924561, 120, 190.00212097167969, -1.5750000476837158
0.42858028411865234, 0.044446274638175964, 118, 98.168907165527344, -1.5299999713897705
0.3043569028377533, -0.038609620183706284, 117, 29.556560516357422, -1.1059999465942383
0.025559814646840096, 0.28986659646034241, 119, 11.591008186340332, -1.4739999771118164
0.27360951900482178, 0.32018423080444336, 113, 350.04446411132813, -1.434999942779541
0.035363472998142242, 0.12004454433917999, 109, 297.35980224609375, -1.3849999904632568
-0.029352732002735138, 0.12479608505964279, 111, 294.17559814453125, -1.0829999446868896
-0.059813782572746277, 0.33091408014297485, 124, 300.34503173828125, -1.1729999780654907
0.011498868465423584, 0.33794629573822021, 119, 292.84762573242188, -1.2730000019073486
0.27352312207221985, 0.23960095643997192, 107, 243.92686462402344, -1.3849999904632568
